,Suburb,Address,Rooms,Type,Price,Bedroom,Bathroom,Car,Age,Lattitude,Longtitude
6376,Toorak,4/83 Grange Rd,3,Townhouse,1550000.0,3.0,2.0,2.0,19.0,-37.8343,145.0112
6377,Toorak,3/1085 Malvern Rd,3,Apartment,2205000.0,4.0,2.0,2.0,5.0,-37.8512,145.0282
6379,Toorak,12/1 Ruabon Rd,2,Apartment,490000.0,2.0,1.0,1.0,49.0,-37.8474,145.0078
6383,Toorak,11/38 Grange Rd,3,Apartment,950000.0,3.0,1.0,1.0,59.0,-37.8371,145.012
6385,Toorak,3/765 Malvern Rd,2,Apartment,575000.0,2.0,1.0,1.0,11.0,-37.8498,145.0173
6386,Toorak,17/34 Mathoura Rd,1,Apartment,366000.0,1.0,1.0,1.0,52.0,-37.8464,145.0074
6387,Toorak,28 Warra St,4,Bungalow,2620000.0,4.0,2.0,2.0,94.0,-37.8398,145.0305
6388,Toorak,13 Bruce St,3,Bungalow,1900000.0,3.0,2.0,1.0,119.0,-37.8369,145.0072
6390,Toorak,4 Nola Ct,4,Bungalow,4000000.0,4.0,2.0,2.0,56.0,-37.8485,145.0169
6393,Toorak,6 Leighton Ct,3,Bungalow,4200000.0,4.0,4.0,2.0,14.0,-37.8448,145.0123
6396,Toorak,9/28 Power St,2,Apartment,690000.0,2.0,1.0,1.0,59.0,-37.8416,145.0313
6400,Toorak,23/530 Toorak Rd,2,Apartment,511000.0,2.0,1.0,2.0,49.0,-37.8424,145.0184
6402,Toorak,10/264 Williams Rd,3,Townhouse,910000.0,3.0,2.0,2.0,39.0,-37.842,145.0046
6403,Toorak,28 Bruce St,3,Bungalow,2250000.0,3.0,3.0,2.0,89.0,-37.8375,145.0092
6404,Toorak,10/530 Toorak Rd,2,Apartment,525000.0,2.0,1.0,1.0,69.0,-37.8424,145.0184
6405,Toorak,16 Cole Ct,3,Bungalow,3270000.0,3.0,2.0,1.0,84.0,-37.8445,145.0182
6408,Toorak,3/625 Toorak Rd,2,Apartment,920000.0,2.0,1.0,1.0,89.0,-37.8427,145.0242
6410,Viewbank,4 The Glade,3,Bungalow,960000.0,4.0,2.0,2.0,29.0,-37.7322,145.0995
6411,Viewbank,3/23 Christine St,2,Apartment,556000.0,2.0,1.0,1.0,24.0,-37.7405,145.0876
6412,Viewbank,42 Graham Rd,4,Bungalow,1010000.0,4.0,3.0,2.0,59.0,-37.7419,145.083
6413,Viewbank,81 Martins La,3,Bungalow,880000.0,3.0,2.0,4.0,49.0,-37.7327,145.0913
6416,Viewbank,37 Eamon Dr,3,Bungalow,770000.0,3.0,2.0,2.0,49.0,-37.7376,145.0895
6417,Viewbank,14 Rosemary Ct,4,Bungalow,730000.0,4.0,1.0,1.0,59.0,-37.7297,145.0946
6420,Viewbank,20 Robern Pde,4,Bungalow,1005000.0,4.0,2.0,1.0,69.0,-37.7395,145.0875
6421,Viewbank,16/86 Graham Rd,2,Apartment,555000.0,2.0,1.0,2.0,39.0,-37.7393,145.0806
6422,Viewbank,10/86 Graham Rd,2,Apartment,546000.0,2.0,1.0,1.0,44.0,-37.7388,145.08100000000005
6423,Viewbank,17 Lena St,3,Bungalow,765000.0,3.0,1.0,2.0,44.0,-37.7396,145.0885
6424,Viewbank,19 Lena St,3,Bungalow,920000.0,3.0,2.0,2.0,44.0,-37.7396,145.0884
6429,Viewbank,24 Northwood Dr,5,Bungalow,1025000.0,5.0,3.0,2.0,41.0,-37.7378,145.0955
6431,Viewbank,44 Martins La,4,Bungalow,895000.0,4.0,2.0,2.0,39.0,-37.7326,145.0881
6432,Viewbank,40 Castleton Rd,3,Bungalow,820000.0,3.0,2.0,2.0,59.0,-37.7314,145.0941
6433,Viewbank,159 Graham Rd,3,Bungalow,870000.0,3.0,1.0,2.0,59.0,-37.7343,145.0837
6436,Viewbank,3 The Nook,4,Bungalow,1050000.0,4.0,2.0,2.0,42.0,-37.7375,145.0917
6437,Watsonia,4 French Ct,3,Bungalow,660000.0,3.0,1.0,0.0,49.0,-37.7137,145.0778
6438,Watsonia,57 Frensham Rd,3,Bungalow,581000.0,3.0,2.0,2.0,49.0,-37.7148,145.0851
6441,Watsonia,5 Sarong St,3,Bungalow,600000.0,3.0,1.0,1.0,49.0,-37.7166,145.0837
6442,Watsonia,2/21 High St,3,Bungalow,690000.0,3.0,2.0,1.0,4.0,-37.7078,145.0807
6443,Watsonia,1/42 Wattle Dr,3,Bungalow,582000.0,3.0,1.0,0.0,69.0,-37.7163,145.0768
6444,Watsonia,7 French Ct,3,Bungalow,740000.0,3.0,1.0,1.0,59.0,-37.7135,145.0783
6445,Watsonia,56 Frensham Rd,3,Bungalow,671000.0,3.0,2.0,2.0,17.0,-37.7153,145.0854
6446,Watsonia,1 Meagher St,3,Bungalow,741000.0,3.0,1.0,1.0,59.0,-37.7072,145.0855
6451,Watsonia,1/18 Leafield St,3,Apartment,537000.0,3.0,1.0,2.0,59.0,-37.7125,145.0768
6452,Watsonia,3 Tennyson St,3,Bungalow,1040000.0,3.0,2.0,1.0,69.0,-37.7085,145.0824
6453,Watsonia,11 Leafield St,4,Bungalow,1171000.0,3.0,3.0,2.0,9.0,-37.7122,145.0765
6454,Watsonia,1 Papua St,2,Bungalow,662000.0,2.0,1.0,2.0,59.0,-37.7118,145.088
6455,Watsonia,16 Castlereagh Pl,3,Bungalow,800000.0,4.0,2.0,2.0,19.0,-37.7023,145.0775
6456,Watsonia,18 Papua St,3,Bungalow,922000.0,3.0,1.0,2.0,59.0,-37.7112,145.0869
6458,Watsonia,295 Greenwood Dr,3,Bungalow,860500.0,3.0,2.0,0.0,59.0,-37.7084,145.0788
6459,Watsonia,4 Papua St,3,Bungalow,702000.0,3.0,1.0,1.0,49.0,-37.7115,145.088
6460,Watsonia,49 Wattle Dr,3,Bungalow,627500.0,3.0,1.0,1.0,19.0,-37.7165,145.0759
6463,Watsonia,2/5 Marilyn Ct,3,Apartment,549000.0,3.0,1.0,1.0,39.0,-37.7141,145.0754
6465,Watsonia,28 Papua St,2,Bungalow,701000.0,4.0,1.0,2.0,49.0,-37.7112,145.0861
6466,Watsonia,5 Princes St,3,Bungalow,645000.0,3.0,1.0,1.0,53.0,-37.7065,145.0825
6468,West Melbourne,44 Anderson St,3,Townhouse,1010000.0,3.0,3.0,2.0,79.0,-37.8048,144.9424
6470,West Melbourne,115 Abbotsford St,3,Bungalow,1260000.0,2.0,3.0,2.0,19.0,-37.805,144.9448
6471,West Melbourne,10/18 Ireland St,1,Apartment,460000.0,1.0,1.0,1.0,19.0,-37.8076,144.9456
6472,West Melbourne,96 Roden St,3,Bungalow,2370000.0,3.0,3.0,2.0,139.0,-37.8073,144.9481
6473,West Melbourne,8/115 Stanley St,2,Townhouse,800000.0,2.0,2.0,2.0,13.0,-37.8094,144.9479
6474,West Melbourne,9/24 Ireland St,1,Apartment,550000.0,1.0,1.0,1.0,89.0,-37.8076,144.9456
6475,West Melbourne,108/33 Jeffcott St,3,Apartment,660000.0,3.0,2.0,1.0,21.0,-37.8118,144.9526
6476,West Melbourne,2/212 Roden St,2,Townhouse,1055000.0,2.0,1.0,1.0,10.0,-37.8094,144.9452
6477,West Melbourne,9/561 Spencer St,3,Apartment,995000.0,3.0,1.0,1.0,79.0,-37.8076,144.9474
6478,West Melbourne,6/40 Batman St,3,Townhouse,1130000.0,3.0,2.0,2.0,17.0,-37.8102,144.9515
6479,West Melbourne,209/5 Stawell St,1,Apartment,443000.0,1.0,1.0,1.0,119.0,-37.806,144.942
6480,West Melbourne,7/88 Ireland St,3,Townhouse,1120000.0,3.0,3.0,1.0,11.0,-37.8067,144.9435
6481,West Melbourne,11/24 Ireland St,1,Apartment,482000.0,1.0,1.0,1.0,89.0,-37.8076,144.9456
6482,West Melbourne,5/467 King St,2,Apartment,620000.0,2.0,1.0,1.0,17.0,-37.8091,144.952
6484,West Melbourne,19/33 Jeffcott St,3,Apartment,601000.0,2.0,1.0,1.0,23.0,-37.8118,144.9526
6486,Williamstown,46 Pasco St,4,Bungalow,1400000.0,4.0,2.0,1.0,69.0,-37.8613,144.8988
6487,Williamstown,54 Twyford St,3,Bungalow,1535000.0,3.0,1.0,1.0,109.0,-37.8681,144.8994
6488,Williamstown,2/20 Victoria St,3,Apartment,890000.0,3.0,1.0,3.0,39.0,-37.8663,144.8883
6490,Williamstown,43B Cole St,3,Bungalow,1800000.0,3.0,2.0,2.0,13.0,-37.8652,144.9019
6493,Williamstown,19 Verdon St,4,Bungalow,2910000.0,4.0,3.0,0.0,129.0,-37.8633,144.8963
6494,Williamstown,56 Verdon St,3,Bungalow,2910000.0,3.0,3.0,2.0,29.0,-37.8609,144.8947
6496,Williamstown,110 Bayview St,3,Bungalow,1200000.0,3.0,2.0,2.0,29.0,-37.8595,144.8868
6497,Williamstown,64 Twyford St,4,Bungalow,3130000.0,4.0,2.0,2.0,99.0,-37.8679,144.899
6498,Williamstown,98 Osborne St,3,Bungalow,1460000.0,3.0,1.0,2.0,49.0,-37.8661,144.8973
6499,Williamstown,8/99 Verdon St,1,Apartment,310000.0,1.0,1.0,1.0,51.0,-37.8588,144.8919
6500,Williamstown,20 Bates Dr,3,Bungalow,1200000.0,3.0,2.0,2.0,22.0,-37.8578,144.8799
6501,Williamstown,28 Council La,3,Bungalow,1560000.0,3.0,2.0,2.0,14.0,-37.8644,144.9039
6502,Williamstown,19 Perry St,3,Bungalow,1575000.0,3.0,2.0,3.0,23.0,-37.8613,144.8939
6503,Williamstown,13/8 The Strand,2,Townhouse,830000.0,2.0,1.0,1.0,39.0,-37.8581,144.9015
6507,Williamstown,17 Yarra St,3,Bungalow,1470000.0,3.0,2.0,1.0,49.0,-37.8513,144.8961
6508,Williamstown,33 Hannan St,4,Bungalow,2230000.0,3.0,2.0,2.0,119.0,-37.8647,144.8867
6509,Williamstown,22 Bayview St,3,Townhouse,1460000.0,3.0,2.0,2.0,9.0,-37.8658,144.8857
6511,Williamstown,14 Illawarra St,2,Bungalow,940000.0,2.0,1.0,0.0,33.0,-37.8695,144.9009
6513,Williamstown,112 Crofton Dr,4,Bungalow,1330000.0,4.0,3.0,2.0,16.0,-37.8634,144.8796
6515,Williamstown,20 Proctor St,3,Bungalow,1010000.0,3.0,2.0,2.0,24.0,-37.8571,144.8767
6517,Williamstown,5/77 Dover Rd,2,Apartment,513500.0,2.0,1.0,1.0,39.0,-37.8536,144.8981
6521,Williamstown,71 Hannan St,4,Bungalow,1805000.0,3.0,2.0,2.0,89.0,-37.8621,144.8872
6522,Williamstown,16 Princes St,4,Bungalow,1126000.0,4.0,1.0,1.0,119.0,-37.8525,144.8945
6523,Williamstown,21a Station Rd,3,Townhouse,935000.0,3.0,2.0,1.0,17.0,-37.8573,144.8911
6525,Williamstown,4/54 Yarra St,2,Apartment,375000.0,2.0,1.0,1.0,49.0,-37.8504,144.8924
6530,Williamstown,175 Douglas Pde,3,Bungalow,1360000.0,3.0,1.0,1.0,89.0,-37.8516,144.8949
6531,Williamstown,104 Hannan St,4,Bungalow,2050000.0,4.0,2.0,2.0,8.0,-37.8601,144.8879
6533,Williamstown,33 Cecil St,3,Bungalow,1310000.0,3.0,2.0,1.0,119.0,-37.8664,144.9072
6535,Williamstown,6/13 Dover Rd,2,Apartment,491500.0,2.0,1.0,1.0,49.0,-37.8563,144.8995
6536,Williamstown,2/4 Lyons St,2,Apartment,547500.0,2.0,1.0,1.0,39.0,-37.8612,144.8971
6539,Williamstown,77 Melbourne Rd,3,Bungalow,1210000.0,3.0,1.0,0.0,109.0,-37.86,144.895
6540,Williamstown,9/99 Melbourne Rd,2,Apartment,412000.0,2.0,1.0,1.0,39.0,-37.8586,144.8937
6543,Williamstown,50 Thompson St,4,Bungalow,1630000.0,4.0,2.0,2.0,9.0,-37.8656,144.9039
6545,Williamstown,166 Cecil St,3,Bungalow,960000.0,3.0,2.0,1.0,42.0,-37.8605,144.8998
6546,Williamstown,118 Hannan St,3,Bungalow,1482500.0,3.0,2.0,1.0,109.0,-37.8592,144.888
6547,Williamstown,19 MacLean St,4,Bungalow,1300000.0,4.0,2.0,2.0,39.0,-37.8576,144.8992
6548,Williamstown,139 Cecil St,4,Bungalow,2255000.0,4.0,1.0,3.0,139.0,-37.8621,144.8999
6550,Williamstown,68 Osborne St,3,Bungalow,1710000.0,3.0,2.0,1.0,3.0,-37.8671,144.9001
6551,Williamstown,11 Sandpiper Pl,4,Bungalow,2440000.0,4.0,3.0,3.0,14.0,-37.8638,144.8798
6554,Williamstown North,4/29 Champion Rd,2,Apartment,400000.0,2.0,1.0,1.0,49.0,-37.8564,144.8864
6557,Williamstown North,8/46 Kororoit Creek Rd,2,Apartment,460000.0,2.0,1.0,1.0,40.0,-37.8573,144.8854
6559,Williamstown North,12/29 Champion Rd,2,Apartment,380000.0,2.0,1.0,1.0,59.0,-37.8564,144.8864
6561,Williamstown North,13/68 Kororoit Creek Rd,2,Apartment,367500.0,2.0,1.0,1.0,49.0,-37.8571,144.8841
6562,Williamstown North,18 Inglis St,3,Bungalow,1225000.0,3.0,1.0,1.0,99.0,-37.8546,144.8762
6563,Windsor,207/152 Peel St,2,Apartment,580000.0,2.0,2.0,1.0,7.0,-37.8558,144.9903
6566,Windsor,344 High St,3,Bungalow,2302000.0,3.0,1.0,4.0,124.0,-37.8528,144.9994
6567,Windsor,54a Hornby St,2,Bungalow,1045000.0,2.0,1.0,2.0,26.0,-37.855,144.9961
6569,Windsor,1/60 McIlwrick St,2,Apartment,611000.0,2.0,1.0,1.0,79.0,-37.8564,144.9971
6571,Windsor,4/12 Ellesmere Rd,2,Apartment,800000.0,2.0,1.0,1.0,89.0,-37.8577,145.0002
6572,Windsor,17/25 Williams Rd,1,Apartment,275000.0,1.0,1.0,1.0,49.0,-37.8564,145.0016
6574,Windsor,7b Nathan Pl,3,Bungalow,1540000.0,3.0,2.0,1.0,19.0,-37.8556,144.995
6575,Windsor,115 Albert St,3,Bungalow,1370000.0,3.0,1.0,2.0,119.0,-37.856,144.9891
6576,Windsor,6/7 Ellesmere Rd,1,Apartment,372000.0,1.0,1.0,1.0,49.0,-37.8574,145.0
6578,Windsor,6/10 Wrexham Rd,1,Apartment,452000.0,1.0,1.0,1.0,45.0,-37.8568,145.0004
6580,Windsor,106/233 Dandenong Rd,1,Apartment,300000.0,1.0,1.0,1.0,9.0,-37.8584,144.9994
6583,Windsor,7/8 The Avenue,1,Apartment,501000.0,1.0,1.0,1.0,14.0,-37.8571,144.9979
6584,Windsor,1/43 Williams Rd,2,Apartment,380000.0,2.0,1.0,1.0,49.0,-37.8555,145.0018
6585,Windsor,3/11 Lincoln Pl,2,Bungalow,1177000.0,2.0,2.0,2.0,19.0,-37.8543,144.9939
6587,Windsor,10/27 Lewisham Rd,2,Apartment,600000.0,2.0,1.0,1.0,49.0,-37.8559,144.999
6588,Windsor,50 Andrew St,2,Bungalow,1500000.0,2.0,1.0,2.0,91.0,-37.8518,144.9868
6589,Windsor,1/300 High St,3,Apartment,830000.0,3.0,2.0,2.0,19.0,-37.8526,144.9977
6590,Windsor,46/174 Peel St,2,Apartment,1200000.0,2.0,2.0,1.0,12.0,-37.8563,144.9916
6593,Windsor,11/5 The Avenue,2,Apartment,623000.0,2.0,1.0,1.0,56.0,-37.8572,144.9974
6594,Windsor,3/45 Williams Rd,2,Apartment,600000.0,2.0,1.0,1.0,49.0,-37.8554,145.0018
6597,Windsor,50 Lewisham Rd,3,Bungalow,2368000.0,3.0,2.0,1.0,49.0,-37.8547,144.9995
6599,Windsor,22/17 Ellesmere Rd,2,Apartment,650000.0,2.0,1.0,1.0,5.0,-37.8574,145.0006
6602,Windsor,8/15 Wrexham Rd,2,Apartment,580000.0,2.0,1.0,1.0,49.0,-37.8565,145.0011
6603,Windsor,5/243 Dandenong Rd,2,Apartment,555000.0,2.0,1.0,1.0,29.0,-37.8585,145.0004
6604,Windsor,8/14 Newry St,2,Apartment,474000.0,2.0,1.0,1.0,34.0,-37.8552,145.0005
6605,Windsor,31 Raleigh St,2,Bungalow,1350000.0,2.0,1.0,1.0,119.0,-37.8522,144.986
6606,Windsor,77 Raleigh St,3,Bungalow,1910000.0,3.0,3.0,1.0,129.0,-37.8525,144.9881
6608,Yallambie,8 Ovata Cl,4,Bungalow,915000.0,4.0,3.0,1.0,29.0,-37.7198,145.1034
6609,Yallambie,70 Tarcoola Dr,3,Bungalow,810000.0,3.0,2.0,2.0,44.0,-37.7216,145.1066
6610,Yallambie,267 Yallambie Rd,3,Bungalow,753000.0,3.0,2.0,1.0,44.0,-37.7233,145.1045
6611,Yallambie,340 Yallambie Rd,3,Bungalow,602500.0,3.0,2.0,2.0,49.0,-37.7279,145.1017
6612,Yallambie,4 Coleen St,3,Bungalow,742000.0,3.0,1.0,1.0,41.0,-37.7305,145.08100000000005
6613,Yallambie,36 Longacres Rd,4,Bungalow,953000.0,4.0,2.0,2.0,22.0,-37.7302,145.0883
6614,Yallambie,5 Kurdian Ct,4,Bungalow,840000.0,4.0,2.0,2.0,49.0,-37.7218,145.108
6615,Yallambie,2 Debra Ct,3,Bungalow,650000.0,3.0,1.0,1.0,49.0,-37.731,145.0811
6617,Yallambie,4 Melliodora Pl,3,Bungalow,731000.0,3.0,2.0,2.0,28.0,-37.7195,145.1034
6618,Yallambie,5 Crew St,3,Bungalow,710000.0,3.0,1.0,1.0,59.0,-37.7306,145.0854
6620,Yallambie,5 Binalong Ct,3,Bungalow,720000.0,3.0,2.0,2.0,41.0,-37.7214,145.1034
6621,Yallambie,27 Ovata Cl,3,Bungalow,936000.0,3.0,2.0,2.0,25.0,-37.72,145.1014
6623,Yallambie,5 Amanda Ct,3,Bungalow,721000.0,3.0,1.0,1.0,41.0,-37.7303,145.0823
6624,Yarraville,13 Benbow St,3,Bungalow,1000000.0,3.0,2.0,1.0,79.0,-37.8228,144.8799
6625,Yarraville,6 Sanderson St,2,Bungalow,890000.0,3.0,1.0,2.0,69.0,-37.8149,144.8707
6627,Yarraville,83 Tarrengower St,3,Bungalow,1165000.0,3.0,1.0,0.0,109.0,-37.8175,144.8879
6628,Yarraville,4 Finlay St,4,Bungalow,1550000.0,4.0,2.0,2.0,9.0,-37.8187,144.8771
6629,Yarraville,7/87 Gamon St,3,Bungalow,770000.0,3.0,1.0,2.0,59.0,-37.8108,144.8899
6630,Yarraville,160 Hyde St,3,Bungalow,871000.0,3.0,2.0,2.0,54.0,-37.8167,144.8965
6631,Yarraville,1/194 Hyde St,3,Bungalow,780000.0,3.0,2.0,2.0,15.0,-37.8175,144.8964
6632,Yarraville,3/27 Stephen St,2,Townhouse,650000.0,2.0,1.0,1.0,39.0,-37.8113,144.8955
6633,Yarraville,41 Sussex St,3,Bungalow,770000.0,2.0,1.0,1.0,129.0,-37.82,144.891
6634,Yarraville,29 Newcastle St,2,Bungalow,890000.0,2.0,1.0,0.0,99.0,-37.8209,144.8913
6636,Yarraville,76 Bishop St,4,Bungalow,1235000.0,4.0,2.0,2.0,8.0,-37.8139,144.8741
6639,Yarraville,5 Hood St,2,Bungalow,1000000.0,2.0,1.0,1.0,109.0,-37.8115,144.8875
6641,Yarraville,109 Powell St,3,Bungalow,1320000.0,3.0,2.0,2.0,99.0,-37.8217,144.8842
6642,Yarraville,13 Simpson St,3,Bungalow,1100000.0,3.0,2.0,0.0,109.0,-37.8175,144.8929
6643,Yarraville,7/88 Stephen St,2,Apartment,782000.0,2.0,1.0,1.0,6.0,-37.8156,144.8943
6645,Yarraville,6 Clarendon St,3,Bungalow,910000.0,3.0,3.0,2.0,6.0,-37.8197,144.8875
6647,Yarraville,3 Cuming St,2,Bungalow,856000.0,2.0,1.0,1.0,139.0,-37.8157,144.887
6648,Yarraville,40 Freeman St,3,Bungalow,670000.0,3.0,1.0,1.0,59.0,-37.8186,144.8736
6649,Yarraville,25 Gray St,4,Bungalow,706000.0,2.0,1.0,0.0,119.0,-37.819,144.895
6650,Yarraville,101 Roberts St,3,Bungalow,1050000.0,2.0,2.0,1.0,59.0,-37.8128,144.8695
6652,Yarraville,31 Frederick St,4,Bungalow,1320000.0,4.0,2.0,1.0,104.0,-37.8197,144.8957
6653,Yarraville,27 Regent St,3,Bungalow,1414000.0,3.0,2.0,2.0,119.0,-37.8124,144.8875
6654,Yarraville,47 Bayview Rd,5,Bungalow,1815000.0,5.0,2.0,2.0,129.0,-37.8102,144.8857
6655,Yarraville,2/8 Hughes St,2,Bungalow,630000.0,2.0,1.0,1.0,16.0,-37.821999999999996,144.89
6656,Yarraville,50 Tongue St,4,Bungalow,1870000.0,4.0,1.0,3.0,51.0,-37.8126,144.8905
6658,Yarraville,3/107 Somerville Rd,2,Apartment,330000.0,2.0,1.0,1.0,49.0,-37.8133,144.8865
6659,Yarraville,44 Severn St,3,Bungalow,1930000.0,3.0,1.0,4.0,99.0,-37.8153,144.8796
6661,Yarraville,122 Stephen St,1,Apartment,510000.0,1.0,1.0,2.0,15.0,-37.8173,144.894
6662,Yarraville,9/51 Stephen St,2,Apartment,381000.0,2.0,1.0,1.0,59.0,-37.8128,144.8953
6663,Yarraville,113 Anderson St,3,Townhouse,1040000.0,2.0,2.0,0.0,3.0,-37.8164,144.8869
6664,Yarraville,52 Goulburn St,3,Bungalow,1419000.0,3.0,1.0,2.0,99.0,-37.8148,144.8884
6665,Yarraville,63 Hawkhurst St,3,Bungalow,1050000.0,3.0,1.0,2.0,79.0,-37.8201,144.872
6666,Yarraville,122 Stephen St,1,Bungalow,470000.0,1.0,1.0,2.0,15.0,-37.8173,144.894
6668,Yarraville,7/13 Stephen St,2,Apartment,501344.0,2.0,1.0,1.0,69.0,-37.8106,144.8957
6669,Yarraville,9 Stanger St,3,Bungalow,796000.0,3.0,1.0,1.0,59.0,-37.8151,144.8638
6670,Yarraville,27 Buninyong St,3,Bungalow,1217500.0,3.0,3.0,1.0,3.0,-37.8188,144.8884
6672,Yarraville,64 Bishop St,3,Bungalow,1055000.0,3.0,1.0,3.0,79.0,-37.8134,144.8745
6673,Yarraville,4/16 Dean St,3,Townhouse,620000.0,3.0,3.0,1.0,5.0,-37.8194,144.8826
6674,Yarraville,117 Francis St,4,Bungalow,660000.0,4.0,1.0,2.0,109.0,-37.8212,144.8887
6676,Yarraville,5/69 Hamilton St,1,Apartment,345000.0,1.0,1.0,1.0,49.0,-37.8111,144.887
6677,Yarraville,25 Norfolk St,3,Bungalow,950000.0,3.0,1.0,2.0,139.0,-37.8202,144.8896
6681,Yarraville,29 Frederick St,4,Bungalow,1200000.0,4.0,2.0,2.0,119.0,-37.8197,144.8969
6682,Yarraville,59 Gent St,3,Bungalow,1005000.0,3.0,1.0,1.0,59.0,-37.8177,144.8711
6688,Yarraville,7 Stewart St,4,Bungalow,1340000.0,4.0,2.0,0.0,119.0,-37.8108,144.888
6689,Yarraville,52 Severn St,3,Bungalow,865000.0,3.0,1.0,1.0,89.0,-37.8159,144.8795
6690,Yarraville,347 Williamstown Rd,3,Bungalow,781500.0,2.0,1.0,2.0,69.0,-37.8224,144.8818
6691,Yarraville,15 Ofarrell St,4,Bungalow,1401000.0,4.0,1.0,1.0,109.0,-37.8102,144.8885
6692,Yarraville,2/382 Williamstown Rd,2,Bungalow,630000.0,2.0,2.0,2.0,19.0,-37.8225,144.8814
6693,Yarraville,129 Roberts St,5,Bungalow,1137500.0,2.0,3.0,4.0,69.0,-37.8146,144.8692
6696,Yarraville,2 Hood St,4,Bungalow,1158000.0,4.0,1.0,3.0,109.0,-37.8117,144.8873
6698,Yarraville,9/11 Berry St,3,Bungalow,955000.0,3.0,2.0,2.0,13.0,-37.8127,144.8965
6699,Yarraville,3 Freame St,3,Bungalow,1081000.0,3.0,1.0,1.0,79.0,-37.8171,144.8753
6700,Yarraville,443 Geelong Rd,3,Bungalow,725000.0,3.0,1.0,5.0,79.0,-37.8119,144.868
6701,Yarraville,43 Ballarat St,2,Bungalow,767000.0,2.0,1.0,0.0,99.0,-37.8179,144.8908
6705,Yarraville,20 Grace St,3,Bungalow,1450000.0,3.0,2.0,2.0,3.0,-37.811,144.8844
6706,Yarraville,23 Lennox St,3,Bungalow,1430000.0,3.0,3.0,2.0,79.0,-37.816,144.8936
6707,Yarraville,38 Simpson St,3,Bungalow,1275000.0,3.0,1.0,2.0,109.0,-37.8172,144.8919
6708,Yarraville,122 Blackwood St,4,Bungalow,1606000.0,4.0,2.0,3.0,129.0,-37.8177,144.8839
6709,Yarraville,75 Ballard St,4,Bungalow,970000.0,3.0,1.0,2.0,59.0,-37.8172,144.8676
6710,Yarraville,38 Benbow St,2,Bungalow,780000.0,2.0,1.0,1.0,69.0,-37.8223,144.8779
6711,Yarraville,76 Kidman St,3,Bungalow,670000.0,3.0,1.0,1.0,69.0,-37.8137,144.8636
6712,Yarraville,46 Wilson St,3,Bungalow,908000.0,3.0,2.0,0.0,119.0,-37.8191,144.8909
6713,Yarraville,23 Castlemaine St,3,Bungalow,1380000.0,3.0,2.0,2.0,109.0,-37.815,144.8928
6714,Yarraville,5 Highgate St,3,Bungalow,966000.0,3.0,2.0,2.0,49.0,-37.823,144.8768
6715,Yarraville,3/64 Powell St,2,Apartment,480500.0,2.0,1.0,1.0,49.0,-37.8182,144.8846
6716,Yarraville,4 Regent St,4,Bungalow,1520000.0,4.0,2.0,0.0,109.0,-37.8123,144.8888
6718,Yarraville,10 Tuppen St,5,Bungalow,1287000.0,5.0,2.0,2.0,89.0,-37.8131,144.8778
6720,Yarraville,16/11 Berry St,3,Townhouse,800000.0,3.0,2.0,1.0,12.0,-37.8122,144.8965
6721,Yarraville,30 Simpson St,3,Bungalow,1460000.0,3.0,1.0,2.0,119.0,-37.8172,144.8924
6722,Yarraville,7 Hughes St,3,Bungalow,840000.0,4.0,1.0,1.0,49.0,-37.821999999999996,144.8904
6723,Yarraville,46 Kingston St,3,Bungalow,900500.0,2.0,1.0,1.0,49.0,-37.8145,144.8804
6725,Yarraville,6/37 Stephen St,3,Bungalow,940000.0,3.0,2.0,2.0,12.0,-37.8124,144.8957
6726,Aberfeldie,2/2 St Kinnord St,1,Apartment,380000.0,1.0,1.0,1.0,29.0,-37.7561,144.9028
6727,Aberfeldie,40 Clifton St,4,Bungalow,1646000.0,4.0,3.0,2.0,69.0,-37.7606,144.8909
6729,Aberfeldie,8/257 Buckley St,2,Apartment,470000.0,2.0,1.0,1.0,19.0,-37.7557,144.9037
6730,Aberfeldie,26a Fawkner St,3,Bungalow,760000.0,3.0,1.0,1.0,79.0,-37.757,144.89600000000004
6731,Aberfeldie,21 May St,4,Bungalow,1346000.0,2.0,2.0,2.0,24.0,-37.7614,144.8925
6733,Aberfeldie,2/30 Caroline St,3,Townhouse,935000.0,3.0,2.0,2.0,14.0,-37.7591,144.8923
6734,Aberfeldie,126 The Boulevard,4,Bungalow,3900000.0,4.0,4.0,4.0,9.0,-37.7637,144.8931
6735,Aberfeldie,3/64 Brunel St,3,Apartment,1160000.0,3.0,2.0,1.0,12.0,-37.7642,144.895
6736,Aberfeldie,2 May St,4,Bungalow,1150000.0,4.0,2.0,2.0,9.0,-37.7614,144.8953
6737,Aberfeldie,5 Aroona Ct,1,Bungalow,1720000.0,3.0,2.0,1.0,54.0,-37.7632,144.898
6738,Aberfeldie,25 Beaver St,2,Bungalow,1705000.0,2.0,1.0,2.0,39.0,-37.7587,144.9015
6739,Aberfeldie,4 Brunel Ct,3,Bungalow,1190000.0,3.0,1.0,1.0,69.0,-37.7626,144.8954
6740,Aberfeldie,2/7 Fawkner St,2,Apartment,380000.0,2.0,1.0,1.0,49.0,-37.7557,144.8966
6742,Aberfeldie,29 Beaver St,5,Bungalow,1740000.0,3.0,3.0,2.0,94.0,-37.759,144.9015
6745,Aberfeldie,2 May St,4,Bungalow,1200000.0,4.0,2.0,2.0,9.0,-37.7614,144.8953
